ContactID,ApplicationStatusDate,AcademicCurriculum,ApplicationsStatus,AcademicTerm,AcademicYear,FamilyEducationLevel,ApplicationSubmittedDate,CreatedTime,AcademicProgram,AcademicDegree,ClassLevel,CollegeAttend,CommonApp,FAFSAreceivedDate,Population,TransferCredits
945000001083761,2013-10-17,"Human Services SDC","Withdrawn Admin No Dec",Spring,2014,,"2013-07-25 22:00:00","2017-04-20 11:33:00","Baccalaureate Limited Residency","Bachelor of Arts",,"New Student",,1900-01-00,"Hiatus 1st Time Coll Student",NULL
945000001083763,2014-07-30,"AE Student Dir Comp",Confirmed,Fall,2014,,"2014-07-08 22:00:00","2017-04-20 11:35:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001083765,2016-08-02,EDSpEd-Mild-Mod,Confirmed,Fall,2016,,"2016-07-06 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001083767,2014-11-25,CounClinMntlHlth,Confirmed,Spring,2015,,"2014-09-10 22:00:00","2017-04-21 08:32:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083767,2014-11-25,CounClinMntlHlth,Confirmed,Spring,2015,,"2014-09-10 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083769,2018-02-01,"AE Student Dir Comp","Withdrawn Administrative",Fall,2016,,"2016-05-25 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Arts",Graduate,Continuing,,1900-01-00,Accelerated,NULL
945000001083769,2014-11-18,"AE Student Dir Comp",Confirmed,Spring,2015,,"2014-09-02 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083771,2014-05-27,"ED Sustainability Ed",Confirmed,Fall,2014,,"2014-04-29 22:00:00","2017-04-20 11:35:00","PHD Limited Residency","Doctor of Philosophy",Doctoral,"New Student",,1900-01-00,Doctoral,NULL
945000001083773,2017-05-05,CounClinMntlHlth,Confirmed,Fall,2017,,"2017-02-07 22:00:00","2017-04-20 11:41:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083775,2014-04-09,"ES Student Dir Comp","Withdraw No Decision",Fall,2014,,"2014-03-30 22:00:00","2017-04-20 11:33:00","On Campus Undergraduate","Bachelor of Arts",,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083777,2016-08-11,"Social Justice Human","Withdrawn Administrative",Fall,2016,,"2016-02-18 22:00:00","2017-04-20 11:40:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083779,2014-06-30,EDSchoolGuidCounslng,Confirmed,Fall,2014,,"2014-05-04 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001083781,2016-05-06,"EDEarly Childhood Ed",Confirmed,Summer,2016,,"2016-02-11 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","BA Teacher Certification",Senior,"New Student",,1900-01-00,Transfer,NULL
945000001083783,2015-06-22,"AE Student Dir Comp",Confirmed,Fall,2015,,"2015-02-17 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001083785,2015-06-02,"ED Student Dir Comp","Confirmed Withdrew",Fall,2015,,"2014-10-29 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083785,2015-01-20,"ED Student Dir Comp","Confirmed Deferred",Spring,2015,,"2014-10-29 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083787,2014-07-01,"Social Justice Human","Withdrawn Admin No Dec",Fall,2014,,"2014-03-26 22:00:00","2017-04-20 11:35:00","Masters On Campus","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083789,2017-06-09,CounClinMntlHlth,Confirmed,Fall,2017,,"2016-10-25 22:00:00","2017-05-17 12:11:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083789,2017-05-17,CounClinMntlHlth,"Deferred Next Term",Spring,2017,,"2016-10-25 22:00:00","2017-04-20 11:41:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083791,2015-01-27,CounClinMntlHlth,"Withdraw No Decision",Fall,2015,,"2015-01-25 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083793,2017-04-06,"EDEarly Childhood Ed","Confirmed Withdrew",Summer,2017,,"2016-05-17 22:00:00","2017-04-20 11:42:00","Baccalaureate Limited Residency","BA Teacher Certification",Sophomore,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083793,2016-11-09,"ED Student Dir Comp","Confirmed Deferred",Spring,2017,,"2016-05-17 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","BA Teacher Certification",Sophomore,"New Student",,1900-01-00,Transfer,NULL
945000001083793,2014-09-16,"ED Elementary Ed","Withdraw No Decision",Spring,2015,,"2014-08-06 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","BA Teacher Certification",Sophomore,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083793,1900-01-00,"ED Elementary Ed",Incomplete,Summer,2019,,"2018-12-03 12:07:00","2018-12-03 11:46:00","Baccalaureate Limited Residency","Bachelor of Arts",Sophomore,,,1900-01-00,Transfer,37
945000001083795,2014-07-16,"ED Secondary Ed","Withdrawn Administrative",Fall,2014,,"2014-05-15 22:00:00","2017-04-20 19:43:00","Baccalaureate Limited Residency","Post Bachelor's Certification","Post Degree","New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001083795,2014-05-30,"ED Secondary Ed","Deferred Next Term",Summer,2014,,"2014-05-15 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","Post Bachelor's Certification","Post Degree","New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001083797,2015-06-12,CounClinMntlHlth,Confirmed,Fall,2015,,"2015-02-26 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083797,2015-06-01,"ED Student Dir Comp",Withdrawn,Fall,2015,,"2014-09-09 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083797,2014-12-03,"ED Student Dir Comp","Deferred Next Term",Spring,2015,,"2014-09-09 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083799,2016-08-16,"AE Student Dir Comp",Confirmed,Fall,2016,,"2016-07-19 22:00:00","2017-04-20 11:40:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083799,2014-06-13,"AE Student Dir Comp",Confirmed,Fall,2014,,"2014-05-08 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate","Bachelor of Arts",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001083801,2015-06-02,CoCplFamThera,Confirmed,Fall,2015,,"2015-01-29 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083803,2016-01-13,"Humanities SDC","Confirmed Withdrew",Spring,2016,,"2015-05-07 22:00:00","2017-04-20 11:38:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083803,2015-06-24,"Humanities SDC","Confirmed Deferred",Fall,2015,,"2015-05-07 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001083805,2013-11-05,"ES Student Dir Comp",Confirmed,Spring,2014,,"2013-10-06 22:00:00","2017-04-20 11:34:00","Baccalaureate On Campus","Bachelor of Arts",Sophomore,Returning,,1900-01-00,Readmit,NULL
945000001083807,2013-12-13,"CPSomatic Psychology",Confirmed,Spring,2014,,"2013-10-24 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083809,2014-05-06,"HD Counseling Psych",Confirmed,Summer,2014,,"2014-04-13 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,Returning,,1900-01-00,Readmit,NULL
945000001083811,2016-01-14,"ED Student Dir Comp","Confirmed Withdrew",Spring,2016,,"2015-05-03 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083811,2015-09-03,"ED Student Dir Comp","Confirmed Deferred",Fall,2015,,"2015-05-03 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083813,2017-06-23,"ED Sustainability Ed",Withdrawn,Fall,2017,,"2016-01-12 22:00:00","2017-04-20 19:44:00","PHD Limited Residency","Doctor of Philosophy",Doctoral,"New Student",,1900-01-00,Doctoral,NULL
945000001083813,2016-05-11,"ED Sustainability Ed","Confirm Defer Next Year",Fall,2016,,"2016-01-12 22:00:00","2017-04-20 11:39:00","PHD Limited Residency","Doctor of Philosophy",Doctoral,"New Student",,1900-01-00,Doctoral,NULL
945000001083815,2017-07-10,CounClinMntlHlth,Confirmed,Fall,2017,,"2015-10-27 22:00:00","2017-07-10 10:08:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001083815,2017-07-10,CounClinMntlHlth,"Deferred Next Year",Spring,2016,,"2015-10-27 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001083815,2015-07-27,"HD Psychology",Confirmed,Fall,2015,,"2015-07-21 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083815,2015-05-22,CounClinMntlHlth,"Withdraw No Decision",Fall,2015,,"2015-04-27 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083817,2013-11-20,"CPExpres Art Therapy",Confirmed,Spring,2014,,"2013-08-19 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083819,2014-11-10,CounClinMntlHlth,Confirmed,Spring,2015,,"2014-08-18 22:00:00","2017-04-21 08:32:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083819,2014-11-10,CounClinMntlHlth,Confirmed,Spring,2015,,"2014-08-18 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083821,2017-01-23,CounClinMntlHlth,"Withdraw No Decision",Fall,2017,,"2016-03-29 22:00:00","2017-04-20 19:44:00","Masters Limited Residency","Post Master's Certification","Post Degree","New Student",,1900-01-00,"Post Masters",NULL
945000001083821,2016-06-21,CounClinMntlHlth,"Defer No Decision Next Year",Fall,2016,,"2016-03-29 22:00:00","2017-04-20 11:39:00","Masters Limited Residency","Post Master's Certification","Post Degree","New Student",,1900-01-00,"Post Masters",NULL
945000001083823,2014-04-08,"HD Student Dir Comp","Withdrawn Admin No Dec",Fall,2014,,"2014-01-23 22:00:00","2017-04-20 11:33:00","On Campus Undergraduate","Bachelor of Arts",,"New Student",,1900-01-00,"1st Time College Student",NULL
945000001083825,2015-05-06,"ED Secondary Ed",Confirmed,Fall,2015,,"2015-03-17 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","BA Teacher Certification",Senior,"New Student",,1900-01-00,Transfer,NULL
945000001083827,2014-06-15,"AE Student Dir Comp","Withdrawn Administrative",Fall,2014,,"2013-03-13 22:00:00","2017-04-20 11:35:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083829,2017-04-03,"ES Student Dir Comp",Withdrawn,Fall,2017,,"2017-02-14 22:00:00","2017-04-20 11:42:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083831,2014-02-04,CounClinMntlHlth,"Withdraw No Decision",Fall,2014,,"2012-12-17 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Science",Graduate,Returning,,1900-01-00,Graduate,NULL
945000001083833,2014-11-17,"AE Student Dir Comp",Confirmed,Spring,2015,,"2014-09-11 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083833,2014-09-08,"AE Student Dir Comp","Withdrawn Admin No Dec",Spring,2015,,"2014-08-27 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083835,2016-12-20,"ED Student Dir Comp",Confirmed,Spring,2017,,"2016-11-02 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,Readmit,NULL
945000001083835,2014-08-06,"ED Elementary Ed",Confirmed,Fall,2014,,"2014-07-21 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate","BA Teacher Certification",Junior,Returning,,1900-01-00,Readmit,NULL
945000001083837,2016-12-15,"Psych and Hum Dev",Confirmed,Spring,2017,,"2016-12-02 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus 1st Time Coll Student",NULL
945000001083839,2016-05-05,"AE Student Dir Comp",Confirmed,Fall,2016,,"2016-02-15 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083841,2013-12-19,"CP Student Dir Comp",Confirmed,Spring,2014,,"2013-10-28 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001083843,2016-11-15,"ED Student Dir Comp","Confirmed Withdrew",Spring,2017,,"2016-02-08 22:00:00","2017-04-20 11:42:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083843,2016-08-23,"ED Student Dir Comp","Confirmed Deferred",Fall,2016,,"2016-02-08 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083845,2014-05-28,"Sustain Com Dev SDC","Verbal Confirm",Summer,2014,,"2014-05-22 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,Transfer,NULL
945000001083847,2014-05-29,"ED Sustainability Ed",Confirmed,Fall,2014,,"2014-02-13 22:00:00","2017-04-20 11:35:00","PHD Limited Residency","Doctor of Philosophy",Doctoral,"New Student",,1900-01-00,Doctoral,NULL
945000001083849,2014-05-12,"Interdiscipl St SDC","Verbal Confirm",Summer,2014,,"2014-04-16 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083851,2016-07-06,"EDEarly Childhood Ed",Confirmed,Fall,2016,,"2016-06-15 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Senior,"New Student",,1900-01-00,"Post Baccalaureate",NULL
945000001083853,2015-07-16,"HD Student Dir Comp",Confirmed,Fall,2015,,"2015-05-17 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Bachelor of Arts",Sophomore,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083855,2016-01-05,"HD Student Dir Comp",Confirmed,Spring,2016,,"2015-11-22 22:00:00","2017-04-20 11:38:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083857,2014-01-09,"ES Student Dir Comp","Confirmed Withdrew",Spring,2014,,"2013-12-02 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083859,2014-12-11,"ES Student Dir Comp",Withdrawn,Spring,2015,,"2014-10-22 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083859,2014-10-23,"ES Student Dir Comp",Withdrawn,Spring,2015,,"2014-04-09 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083859,2014-04-24,"ES Student Dir Comp","Deferred Next Term",Fall,2014,,"2014-04-09 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083861,2017-01-05,"AE Student Dir Comp",Confirmed,Spring,2017,,"2016-11-22 22:00:00","2017-04-20 11:41:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083863,2015-07-10,EnvironmentalStudies,Confirmed,Fall,2015,,"2015-06-10 22:00:00","2017-04-20 11:40:00","On Campus Undergraduate","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001083865,2014-12-01,"ES Student Dir Comp",Confirmed,Spring,2015,,"2014-11-07 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083867,2013-12-09,"EDEarly Childhood Ed",Confirmed,Spring,2014,,"2013-11-18 22:00:00","2017-04-20 11:34:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001083869,2016-11-07,"ES Student Dir Comp",Confirmed,Spring,2017,,"2016-10-02 22:00:00","2017-04-20 11:41:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083871,2016-02-23,"AE Student Dir Comp",Confirmed,Fall,2016,,"2015-01-19 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083871,2016-01-25,"AE Student Dir Comp","Confirmed Deferred",Spring,2016,,"2015-01-20 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083871,2015-06-29,"AE Student Dir Comp","Deferred Next Term",Fall,2015,,"2015-01-20 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083871,2014-07-14,"AE Student Dir Comp",Confirmed,Fall,2014,,"2014-06-25 22:00:00","2017-04-20 19:43:00","Baccalaureate Limited Residency","Bachelor of Arts",Freshman,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083873,2019-02-04,CounClinMntlHlth,"Defer No Decision Next Year",Fall,2018,,"2018-05-04 00:01:00","2019-02-04 11:32:00","Masters Limited Residency","Master of Science",Graduate,,,1900-01-00,Readmit,NULL
945000001083873,2019-02-04,CounClinMntlHlth,"At Committee",Fall,2019,,"2018-05-04 00:01:00","2017-11-09 14:53:00","Masters Limited Residency","Master of Science",Graduate,,,1900-01-00,Readmit,NULL
945000001083873,2017-02-16,CounClinMntlHlth,"Withdrawn Admin No Dec",Fall,2017,,"2016-09-01 22:00:00","2017-04-20 11:41:00","Masters Limited Residency","Master of Science",Graduate,Returning,,1900-01-00,Graduate,NULL
945000001083873,2016-11-23,CounClinMntlHlth,"Defer No Decision Next Term",Spring,2017,,"2016-09-01 22:00:00","2017-04-20 11:41:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001083875,2016-05-24,"CR Student Dir Comp",Withdrawn,Fall,2016,,"2015-01-10 22:00:00","2017-04-20 11:39:00","On Campus Undergraduate","Bachelor of Arts",Sophomore,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083875,2015-07-01,"CR Student Dir Comp","Deferred Next Year",Fall,2015,,"2015-01-10 22:00:00","2017-04-20 11:37:00","On Campus Undergraduate","Bachelor of Arts",Sophomore,Returning,,1900-01-00,"Hiatus Transfer",NULL
945000001083877,2014-05-29,"Sustain Com Dev SDC","Verbal Confirm",Summer,2014,,"2014-05-20 22:00:00","2017-04-20 11:36:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,Returning,,1900-01-00,Readmit,NULL
945000001083879,2018-01-18,"ED Secondary Ed","Withdrawn Admin No Dec",Spring,2016,,"2015-02-11 22:00:00","2017-04-20 11:38:00","Masters Limited Residency","Master of Education",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001083879,2015-08-18,"ED Secondary Ed","Defer No Decision Next Year",Summer,2015,,"2015-02-11 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Education",Graduate,"New Student",,1900-01-00,Accelerated,NULL
945000001083881,2017-05-15,"ED Secondary Ed",Confirmed,Summer,2017,,"2017-05-08 14:25:00","2017-05-08 14:14:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Readmit,,1900-01-00,Readmit,121
945000001083881,2014-05-28,"ED Secondary Ed","Verbal Confirm",Summer,2014,,"2014-05-12 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","BA Teacher Certification",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083883,2016-01-04,"ED Student Dir Comp",Confirmed,Spring,2016,,"2015-07-14 22:00:00","2017-04-20 11:39:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Readmit,NULL
945000001083883,2015-08-25,"ED Student Dir Comp","Defer No Decision Next Term",Fall,2015,,"2015-07-14 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Arts",Graduate,Returning,,1900-01-00,Graduate,NULL
945000001083885,2014-10-28,CounSchool,Confirmed,Spring,2015,,"2014-08-11 22:00:00","2017-04-21 08:32:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083885,2014-10-28,CounSchool,Confirmed,Spring,2015,,"2014-08-11 22:00:00","2017-04-20 11:36:00","Masters Limited Residency","Master of Science",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083887,2014-08-04,"HD Psychology","Withdrawn Administrative",Fall,2014,,"2013-12-12 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001083887,2014-01-13,"HD Psychology","Deferred Next Term",Spring,2014,,"2013-12-12 22:00:00","2017-04-20 11:33:00","On Campus Undergraduate","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001083889,2014-12-01,"HD Student Dir Comp",Confirmed,Spring,2015,,"2014-08-26 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083891,2015-05-05,"Humanities SDC",Confirmed,Summer,2015,,"2015-02-03 22:00:00","2017-04-20 11:38:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001083891,2014-05-20,"Humanities SDC","Verbal Confirm",Summer,2014,,"2014-05-15 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083893,2018-02-05,"ED Secondary Ed",Confirmed,Fall,2018,,"2018-01-10 16:05:00","2017-11-29 00:14:00","MEd Low Residency","Master of Education",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083893,2017-03-29,"Arts & Humanities",Confirmed,Summer,2017,,"2017-02-22 22:00:00","2017-04-20 19:45:00","Baccalaureate Limited Residency","Bachelor of Arts",Senior,"New Student",,1900-01-00,Readmit,NULL
945000001083895,2016-04-19,"HD Student Dir Comp",Confirmed,Fall,2016,,"2016-01-25 22:00:00","2017-04-20 11:40:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083897,2014-07-30,"Humanities SDC","Withdrawn Administrative",Fall,2014,,"2014-04-06 22:00:00","2017-04-20 19:43:00","Baccalaureate Limited Residency","Bachelor of Arts",Junior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083899,2014-01-27,"ED Elementary Ed",Confirmed,Summer,2014,,"2013-10-14 22:00:00","2017-04-20 11:35:00","Baccalaureate Limited Residency","BA Teacher Certification",Freshman,Returning,,1900-01-00,Readmit,NULL
945000001083901,2016-02-19,"AE Student Dir Comp",Confirmed,Fall,2016,,"2015-02-16 22:00:00","2017-04-20 11:40:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083901,2015-06-01,"AE Student Dir Comp","Deferred Next Year",Fall,2015,,"2015-02-16 22:00:00","2017-04-20 11:37:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083903,2013-11-13,CPEquineMentalHealth,Confirmed,Spring,2014,,"2013-09-11 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083905,2014-06-02,"ED Student Dir Comp","Withdrawn Admin No Dec",Fall,2014,,"2014-04-22 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate","BA Teacher Certification",,"New Student",,1900-01-00,"1st Time College Student",NULL
945000001083907,2013-08-29,"AE Student Dir Comp","Confirmed Withdrew",Spring,2014,,"2012-11-04 22:00:00","2017-04-20 11:33:00","Masters Limited Residency","Master of Arts",Graduate,"New Student",,1900-01-00,Graduate,NULL
945000001083909,2014-04-17,Unknown,Confirmed,Fall,2014,,"2014-04-16 22:00:00","2017-04-20 11:35:00","On Campus Undergraduate",Nondegree,Freshman,Continuing,,1900-01-00,Visiting,NULL
945000001083911,2016-08-05,"ES Student Dir Comp",Confirmed,Fall,2016,,"2016-07-10 22:00:00","2017-04-20 19:44:00","Baccalaureate On Campus","Bachelor of Arts",Senior,Returning,,1900-01-00,Readmit,NULL
945000001083913,2014-02-25,"AL Student Dir Comp","Withdraw No Decision",Fall,2014,,"2013-11-21 22:00:00","2017-04-20 11:33:00","On Campus Undergraduate","Bachelor of Arts",,"New Student",,1900-01-00,"1st Time College Student",NULL
945000001083915,2015-06-26,"EDEarly Childhood Ed",Confirmed,Fall,2015,,"2015-05-26 22:00:00","2017-04-20 11:38:00","Baccalaureate Limited Residency","BA Teacher Certification",Senior,"New Student",,1900-01-00,"Hiatus Transfer",NULL
945000001083917,2014-07-09,"AE Student Dir Comp",Confirmed,Fall,2014,,"2014-04-29 22:00:00","2017-04-20 11:36:00","On Campus Undergraduate","Bachelor of Arts",Freshman,"New Student",,1900-01-00,Transfer,NULL
945000001083919,2016-11-02,"ED Elementary Ed",Confirmed,Spring,2017,,"2016-09-11 22:00:00","2017-04-20 19:44:00","Baccalaureate Limited Residency","Post Bachelor's Certification",Freshman,"New Student",,1900-01-00,"Post Baccalaureate",NULL
